Category,Name,Url,WordCount,ScriptCount,StylesheetCount,LinkCount,FormCount,ImageCount,VideoCount,IframeCount,MetaDescription,Title,CookieStatus
Importers,IndiaMART,https://www.indiamart.com/,1514,21,4,619,3,103,0,1,"IndiaMART.com is India's largest online marketplace that assists manufacturers, suppliers & exporters to trade with each other at a common, reliable & transparent platform. Largest free online business directory & yellow page with listing of 1,945,000 Indian & International companies. Find here quality products, trade leads, manufacturers, suppliers, exporters & international buyers.","IndiaMART - Indian Manufacturers Suppliers Exporters Directory, India Exporter Manufacturer",No
Importers,Made-in-China,https://www.made-in-china.com/,3955,23,2,1406,2,255,0,0,"Source quality products Made in China. Find reliable China Suppliers, Manufacturers, Factories, Wholesalers & Exporters on the leading B2B e-commerce website Made-in-China.com.","Made-in-China.com - Manufacturers, Suppliers & Products in China",No
Importers,ThomasNet,https://www.thomasnet.com/,758,21,2,213,1,19,0,0,"Thomasnet.com is the leading product sourcing and supplier discovery platform for procurement professionals, engineers, plant & facility management and business owners seeking trusted suppliers for MRO, OEM and other products/services for their industrial, manufacturing, commercial and institutional businesses","Thomasnet® - Product Sourcing and Supplier Discovery Platform - Find North American Manufacturers, Suppliers and Industrial Companies",No
Importers,TradeIndia,https://www.tradeindia.com/,2834,32,2,565,1,394,0,0,"Tradeindia.com is India’s largest B2B marketplace with over 10 million registered users. Best B2B portal for top manufacturers, suppliers, exporters & dealers. Buy or sell with an amazing experience and grow your business globally.","TradeIndia - B2B Marketplace for Top Manufacturers, Exporters, Suppliers",No
Importers,WorldWide Brands,https://www.worldwidebrands.com/,675,22,4,38,0,28,0,0,Find Real Wholesalers & Dropshippers with Worldwide Brands. Certified for legitimacy and verified for online sales. No Scams. No Middlemen.,Worldwide Brands | Directory of Wholesalers and Dropshippers,No
InvestmentFirms,BlackRock,https://www.blackrock.com/,2627,34,8,274,1,6,1,0,BlackRock is one of the world’s preeminent asset management firms and a premier provider of investment management. Find out more information here.,Investment Management & Financial Services | BlackRock,Yes
InvestmentFirms,Blackstone,https://www.blackstone.com/,929,18,5,115,2,13,0,1,"Blackstone is the world’s largest alternative asset manager, serving institutional and individual investors by building strong businesses positioned to deliver lasting value.",Home - Blackstone,No
InvestmentFirms,Charles Schwab,https://www.schwab.com/,3746,22,4,472,2,16,0,1,"Charles Schwab offers investment products and services, including brokerage and retirement accounts, online trading and more.",Charles Schwab | A Modern Approach to Investing and Retirement Planning | Charles Schwab,No
InvestmentFirms,Fidelity,https://www.fidelity.com/,885,16,4,176,1,17,0,0,"Fidelity Investments offers Financial Planning and Advice, Retirement Plans, Wealth Management Services, Trading and Brokerage services, and a wide range of investment products including Mutual Funds, ETFs, Fixed income Bonds and CDs and much more.","Fidelity Investments - Retirement Plans, Investing, Brokerage, Wealth Management, Financial Planning and Advice, Online Trading.",No
InvestmentFirms,Franklin Templeton,https://www.franklintempleton.com/,0,9,3,0,0,0,0,1,,,Yes
InvestmentFirms,Goldman Sachs,https://www.goldmansachs.com/,424,71,2,19,0,10,0,0,"The Goldman Sachs Group, Inc. is a leading global investment banking, securities, and asset and wealth management firm that provides a wide range of financial services.",Home | Goldman Sachs,No
InvestmentFirms,Invesco,https://www.invesco.com/,372,13,1,11,1,2,0,0,,Country Splash | Invesco US,Yes
InvestmentFirms,J.P. Morgan,https://www.jpmorgan.com/,4651,15,2,296,0,20,0,0,,J.P. Morgan | Official Website,Yes
InvestmentFirms,State Street,https://www.ssga.com/,1087,10,1,28,3,4,0,0,State Street Global Advisors built a universe of index and active strategies to help the world's investors achieve their investment goals. Find out more.,State Street Global Advisors | Global Asset Management,Yes
InvestmentFirms,Vanguard,https://investor.vanguard.com/,1341,37,3,35,0,26,0,0,"Vanguard funds, IRAs, 401(k) rollovers, and advice so you can sort it out. All from Vanguard, where we put you first.",Vanguard: Helping you reach your investing goals | Vanguard,No
NationalLaboratories,Ames National Laboratory,https://www.ameslab.gov/,667,5,29,114,2,20,0,0,"Research teams in the Division of Chemical and Biological Sciences conduct fundamental and applied studies of how to control and manipulate chemicals and biological materials. We work to develop new catalysts that enable more efficient chemical reactions, discover new ways to convert plants to biofuels, understand how solvents affect chemical reactions, and how molecules diffuse on surfaces and through tiny pores. Developing new instruments is also at the heart of our research. Understanding Nature's fundamental building blocks requires us to be able to see things at tiny length scales and fast time scales. We are at the cutting edge of developing tools and methods for understanding what drives biological and chemical processes; we are leaders in the fields of mass spectrometric imaging, solid state NMR, Raman spectroscopy, and single particle analysis. Basic research conducted within the CBS is performed primarily through funding provided by the U.S. Department of Energy’s Office of Basic Energy Sciences. (insert any additional external program funding sources)",Ames Laboratory,No
NationalLaboratories,Brookhaven National Laboratory,https://www.bnl.gov/,577,11,10,109,2,19,0,0,"We advance fundamental research in nuclear and particle physics to gain a deeper understanding of matter, energy, space, and time; apply photon sciences and nanomaterials research to energy challenges of critical importance to the nation; and perform cross-disciplinary research on computation, sustainable energy, national security, and Earth’s ecosystems.",Brookhaven National Laboratory — a passion for discovery,Yes
NationalLaboratories,Fermilab,https://www.fnal.gov/,858,20,12,136,1,30,1,1,,Fermilab | Home,No
NationalLaboratories,Livermore National Laboratory,https://www.llnl.gov/,1510,7,8,260,2,19,0,1,,Lawrence Livermore National Laboratory,No
NationalLaboratories,Los Alamos National Laboratory,https://www.lanl.gov/,501,44,10,41,0,28,0,1,"LANL is the leading U.S. National Laboratory, pioneering research in artificial intelligence, national security, and plutonium â extending Oppenheimer's Manhattan Project Legacy.",Los Alamos National Laboratory,No
NationalLaboratories,Oak Ridge National Laboratory,https://www.ornl.gov/,674,14,6,80,1,23,1,1,,Oak Ridge National Laboratory: Solving the Big Problems | ORNL,No
NationalLaboratories,Pacific Northwest National Laboratory,https://www.pnnl.gov/,1054,37,16,273,3,7,2,3,"PNNL advances the frontiers of knowledge, taking on some of the world’s greatest science and technology challenges.",Pacific Northwest National Laboratory | PNNL,No
NationalLaboratories,Sandia National Laboratories,https://www.sandia.gov/,391,33,20,9,0,12,0,0,"Exceptional service in the national interest Our unique responsibilities in the nuclear weapons program create a foundation from which we leverage capabilities, enabling us to solve complex national security problems. National Priorities We strive to become the laboratory that the U.S. turns to first for technology solutions to the most challenging problems that threaten peace […]",Sandia National Laboratories,No
Pharmaceutical,AstraZeneca,https://www.astrazeneca.com/,787,12,2,165,1,13,0,0,"AstraZeneca is a global, science-led biopharmaceutical business and our innovative medicines are used by millions of patients worldwide.",AstraZeneca - Research-Based BioPharmaceutical Company,Yes
Pharmaceutical,Bristol Myers Squibb,https://www.bms.com/,768,21,3,182,0,19,0,0,"Bristol Myers Squibb is a global biopharmaceutical company committed to discovering, developing and delivering innovative medicines to patients with serious diseases.",Global Biopharmaceutical Company - Bristol Myers Squibb,Yes
Pharmaceutical,GlaxoSmithKline,https://www.gsk.com/,1477,4,1,307,1,33,2,0,"At GSK, we unite science, technology and talent to get ahead of disease together",Home | GSK,No
Pharmaceutical,Johnson & Johnson,https://www.jnj.com/,1367,14,1,205,1,20,1,1,"We’re building a world where complex diseases are prevented and cured, treatments are smarter and less invasive—and solutions are personal.",Johnson & Johnson: Changing health for humanity,Yes
Pharmaceutical,Merck & Co.,https://www.merck.com/,1088,20,13,139,1,28,0,1,"At Merck, we're following the science to tackle some of the world's greatest health threats. Get a glimpse of how we work to improve lives.",Merck | Home,Yes
Pharmaceutical,Novartis,https://www.novartis.com/,1407,16,8,363,2,22,0,1,"Working together, we can reimagine medicine to improve and extend people’s lives.",Novartis,Yes
Pharmaceutical,Pfizer,https://www.pfizer.com/,1397,13,5,185,2,25,0,1,Discover the commonalities and differences between biologics vs. biosimilars — especially when it comes to cost.,Pfizer: One of the world's premier biopharmaceutical companies,No
Pharmaceutical,Roche,https://www.roche.com/,161,15,1,44,0,0,0,0,"As a pioneer in healthcare, we have been committed to improving lives since the company was founded in 1896 in Basel, Switzerland. Today, Roche creates innovative medicines and diagnostic tests that help millions of patients globally.",Roche - Doing now what patients need next,No
Pharmaceutical,Sanofi,https://www.sanofi.com/,685,5,0,159,0,10,1,1,Sanofi pushes scientific boundaries to develop breakthrough medicines and vaccines. We chase the miracles of science to improve peopleâs lives.,A Leading Immunology Healthcare Company | Sanofi,No
Pizza,Blaze Pizza,https://www.blazepizza.com/,2,8,1,0,0,1,0,0,,Blaze Pizza,No
Pizza,Domino's,https://www.dominos.com/,0,17,1,0,0,0,0,0,"Order pizza, pasta, sandwiches &amp; more online for carryout or delivery from Domino's. View menu, find locations, track orders. Sign up for Domino's email &amp; text offers to get great deals on your next order.",,No
Pizza,Jet's Pizza,https://www.jetspizza.com/,170,7,5,48,0,13,2,0,"Jet's makes pizza, wings and salads using quality ingredients and has hundreds of locations in 20 states.","Pizza, Wings, and Salads | Jet's Pizza",No
Pizza,MOD Pizza,https://www.modpizza.com/,215,13,5,47,0,10,0,2,"Serving personalized pizza and salad made on demand. Unlimited toppings, one price.",All Pizzas Welcome | MOD Pizza,Yes
Pizza,Marco's Pizza,https://www.marcos.com/,731,29,13,58,2,10,0,1,Enjoy authentic Italian quality pizza. Dough made fresh every day. Sauce from the original Giammarco recipe. Order online for delivery or carry-out. Find locations near you!,Marcos.com,Yes
Pizza,Papa John's,https://www.papajohns.com/,118,37,3,23,3,8,0,0,"Enjoy the ease of ordering delicious pizza for delivery or carryout from a Papa Johns near you. Start tracking the speed of your delivery and earn rewards on your favorite pizza, breadsticks, wings and more!","Papa Johns Pizza Delivery & Carryout - Best Deals on Pizza, Sides & More",Yes
PollingAgencies,Edelman Trust Barometer,https://www.edelman.com/trust-barometer,2318,15,4,279,2,55,1,1,"For more than 20 years, we have studied the influence of trust across society — government, media, business, and NGOs — to shape conversation, drive results and earn action.",Edelman Trust Barometer | Edelman,No
PollingAgencies,FiveThirtyEight,https://fivethirtyeight.com/,1229,45,11,79,1,49,0,2,"538 uses statistical analysis — hard numbers — to tell compelling stories about elections, politics, economics, and American society.","538 — Election Polls, Politics, and Analysis - ABC News",No
PollingAgencies,Gallup,https://www.gallup.com/,1225,11,10,257,0,28,0,1,Gallup is more than management consulting. Learn how our understanding of the human experience helps clients and the billions they serve thrive.,Gallup - Workplace Consulting & Global Research,No
PollingAgencies,Harris Poll,https://theharrispoll.com/,1552,17,3,233,2,32,0,1,,The Harris Poll,No
PollingAgencies,ICM Research,https://www.icmunlimited.com/,523,30,9,79,1,39,1,0,"We are more than a research agency, we are Walnut: The human understanding agency. We understand human behaviour at the deepest level.",The Human Understanding Agency | Walnut Unlimited,Yes
PollingAgencies,Morning Consult,https://morningconsult.com/,456,16,1,88,0,13,0,0,"Get unlimited access to all of our analysis, reports and chart packs today by subscribing.",Morning Consult Pro,No
PollingAgencies,NORC at the University of Chicago,https://www.norc.org/,793,11,3,131,1,35,0,0,"NORC at the University of Chicago is an objective, nonpartisan research organization that delivers insights and analysis decision-makers trust.",NORC at the University of Chicago | Research You Can Trust,No
PollingAgencies,Pew Research Center,https://www.pewresearch.org/,1984,34,17,219,2,48,0,1,"Pew Research Center is a nonpartisan, nonadvocacy fact tank that informs the public about the issues, attitudes and trends shaping the world.","Pew Research Center | Numbers, Facts and Trends Shaping Your World",Yes
PollingAgencies,YouGov,https://yougov.com/,1016,15,1,134,2,26,0,1,"YouGov is a global public opinion and data company. Explore what the world thinks, discover our solutions, and join our community to share your opinion.",YouGov /Research Reality,No
Publishing,Hachette Book Group,https://www.hachettebookgroup.com/,1008,26,3,221,4,116,0,0,"Hachette Book Group is a leading book publisher based in New York and a division of Hachette Livre, the third-largest publisher in the world.",Hachette Book Group,No
Publishing,Oxford University Press,https://global.oup.com/,0,0,0,0,0,0,0,0,,,No
Publishing,Penguin Random House,https://www.penguinrandomhouse.com/,1345,23,8,342,1,78,0,1,"Committed to publishing great books, connecting readers and authors globally, and spreading the love of reading.",Penguin Random House,No
Publishing,Princeton University Press,https://press.princeton.edu/,867,18,2,131,3,36,0,1,Princeton University Press is a nonprofit publisher with close connections to Princeton University.,Princeton University Press,No
Publishing,Scholastic,https://www.scholastic.com/,544,11,2,119,0,79,0,1,"Find the best kids books, learning resources, and educational solutions at Scholastic, promoting literacy development for over 100 years.",Scholastic | Books for Kids | Learning Resources,No
Publishing,Simon & Schuster,https://www.simonandschuster.com/,927,12,1,227,5,65,1,1,"Find new book releases, best sellers lists and see when your favorite author is making their next appearance.Simon &amp; Schuster is your one stop online book store for book and author news.","New Book Releases, Bestsellers, Author Info and more at Simon & Schuster | Simon & Schuster",No
Publishing,Wiley,https://www.wiley.com/,2380,11,3,277,1,45,0,0,"Discover educational resources from Wiley to support your journey—whether you’re a student, educator, researcher, or professional. Learn more.","Wiley | Global Leader in Publishing, Education and Research",No
Software,GitHub,https://github.com/,1477,61,21,127,5,54,2,0,"GitHub is where people build software. More than 100 million people use GitHub to discover, fork, and contribute to over 420 million projects.","GitHub · Build and ship software on a single, collaborative platform · GitHub",No
Software,Go,https://go.dev/,1089,12,2,142,0,52,0,1,"Go is an open source programming language that makes it simple to build secure, scalable systems.",The Go Programming Language,No
Software,Jupyter,https://jupyter.org/,484,2,2,67,0,50,0,0,"The Jupyter Notebook is a web-based interactive computing platform. The notebook combines live code, equations, narrative text, visualizations, interactive dashboards and other media.",Project Jupyter | Home,No
Software,Laravel,https://laravel.com/,2593,9,2,200,0,80,0,0,"Laravel is a PHP web application framework with expressive, elegant syntax. We’ve already laid the foundation — freeing you to create without sweating the small things.",Laravel - The PHP Framework For Web Artisans,No
Software,MySQL,https://www.mysql.com/,368,9,3,137,1,0,0,0,,MySQL,Yes
Software,Node.js,https://nodejs.org/en,210,48,6,28,0,0,0,0,Node.js® is a JavaScript runtime built on Chrome's V8 JavaScript engine.,Node.js — Run JavaScript Everywhere,No
Software,PHP,https://php.net/,3004,8,5,261,1,4,0,0,,PHP: Hypertext Preprocessor,No
Software,Packagist,https://packagist.org/,396,3,1,33,2,4,0,0,The PHP Package Repository,Packagist,No
Software,Python,https://www.python.org/,1083,14,4,206,1,1,0,0,The official home of the Python Programming Language,Welcome to Python.org,No
SportsGear,Callaway Golf,https://www.callawaygolf.com/,1051,256,4,151,2,156,0,0,"The Official source for Callaway golf clubs, golf balls and gear. Discover a wide range of premium golf clubs, equipment and more!","Callaway Golf Official Site | Golf Clubs, Golf Balls",No
SportsGear,Columbia Sportswear,https://www.columbia.com/,88,8,0,1,0,1,0,0,,Access to this page has been denied.,No
SportsGear,Nike,https://www.nike.com/,978,56,5,424,1,23,0,1,"Nike delivers innovative products, experiences and services to inspire athletes.",Nike. Just Do It. Nike.com,No
SportsGear,Nike Golf,https://www.nikegolf.com/,944,51,3,414,1,27,0,1,"See what's happening with Nike Golf. Check out the latest innovations, top performance styles and featured stories.",Nike Golf. Nike.com,No
SportsGear,Puma,https://www.puma.com/,997,39,1,551,0,16,0,2,,"PUMA.com | Clothing, Shoes, Accessories | Forever Faster.",No
SportsGear,Reebok,https://www.reebok.com/,812,22,2,224,0,0,0,0,"Shop with Reebok today for all of your footwear and apparel essentials. Sign up for 15% off your first order, early access to new products, & free shipping on all orders.",Reebok | Reebok Official Website | Life is Not a Spectator Sport,Yes
SportsGear,TaylorMade,https://www.taylormadegolf.com/,1409,52,7,310,9,82,0,1,"Shop TaylorMade golf. We exist to create performance in golf. Golf drivers, fairways, rescues, irons, wedges, putters, golf balls & accessories.","TaylorMade Golf | Drivers, Fairways, Irons, Wedges, Putters & Balls",No
Synthesizers,Arturia,https://www.arturia.com/,195,8,4,38,0,8,0,1,,Arturia - The Sound Explorers,Yes
Synthesizers,Moog,https://www.moogmusic.com/,60,19,2,17,0,1,0,0,{{ngMeta.description}},,No
Synthesizers,Novation,https://novationmusic.com/,466,43,1,217,1,27,0,1,We’ve always been on a mission to help artists sculpt and perform sound; to help electronic music makers lose themselves on an endless music-making journey.,"Novation | Grid Controllers, Grooveboxes, Synths and Keys",No
Synthesizers,Roland,https://www.roland.com/,1070,32,7,170,1,85,0,1,"The Global website of Roland Corporation, a leading manufacturer and distributor of electronic musical instruments, including keyboards and synthesizers, guitar products, electronic percussion, digital recording equipment, amplifiers, audio processors, and multimedia products.",Roland - Global,No
Synthesizers,Sequential,https://www.sequential.com/,648,39,16,83,2,23,0,0,,Sequential,Yes
Synthesizers,Unavailable,https://www.elektron.se/,706,52,7,80,4,56,0,0,,Elektron,Yes
Synthesizers,Yamaha,https://usa.yamaha.com/,606,11,5,156,1,45,0,2,,Home - Yamaha - United States,No
Toys,American Girl,https://www.americangirl.com/,3218,52,2,403,3,104,1,2,"Celebrate girlhood with American Girl dolls - the timeless and inspiring companion for every adventure. Shop our wide range of dolls, playsets, and accessories.","American Girl®: Shop 18” Dolls, Clothing, Playsets & More",Yes
Toys,Bandai Namco,https://www.bandainamcoent.com/,11,9,1,5,0,2,0,0,"The official home for ELDEN RING, Armored Core, TEKKEN, DRAGON BALL, GUNDAM, PAC-MAN, and all your favorite video games!",Official Site | Bandai Namco Entertainment America,Yes
Toys,Fisher-Price,https://www.fisher-price.com/,1390,49,5,295,3,120,0,3,"Explore Fisher-Price nursery essentials and toys for newborns and babies at Mattel.com. Shop top registry picks, developmental toys, and more!",Fisher Price Toys & Baby Gear | Mattel Shop,No
Toys,Hasbro,https://hasbro.com/,0,1,0,0,0,0,0,0,,,No
Toys,Hot Wheels,https://hotwheels.mattel.com/,1401,49,5,278,3,105,0,3,"Shop for the latest in Hot Wheels cars, track sets, playsets and more on Mattel.com. Find the perfect Hot Wheels gift today!",Hot Wheels Cars & Track sets | Mattel Shop,No
Toys,LEGO,https://www.lego.com/,2676,34,3,612,1,104,0,1,"Explore the world of LEGO® through games, videos, products and more! Shop awesome LEGO® building toys and brick sets and find the perfect gift for your kid",Home | Official LEGO® Shop US,No
Toys,Melissa & Doug,https://www.melissaanddoug.com/,3215,62,18,554,2,257,0,1,"For the best wooden preschool toys and screen-free fun, count on Melissa & Doug to inspire children’s imaginations through open-ended, kid-powered play!",Melissa & Doug: #1 Preschool Brand For Wooden Toys,No
Toys,Playmobil,https://www.playmobil.us/,723,11,4,121,2,53,1,0,"Welcome to PLAYMOBIL®! Discover all products, add-ons and exciting theme pages.",PLAYMOBIL® USA,No
Toys,Spin Master,https://www.spinmaster.com/,0,1,0,0,0,0,0,0,,,No
TradingCardRetailers,Card Kingdom,https://www.cardkingdom.com/,135,15,2,32,0,7,0,1,"Find everything Magic: The Gathering - singles, sealed, and new releases at Card Kingdom. Buy and sell MTG cards from Commander, Standard, Modern, and more",Card Kingdom | Buy MTG Cards | MTG Sealed | MTG Accessories,Yes
TradingCardRetailers,ChannelFireball,https://www.channelfireball.com/,22,9,7,0,0,0,0,1,,ChannelFireball: For The Best Card Game Content,No
TradingCardRetailers,Collector's Cache,https://www.collectorscache.com/,3857,15,10,123,2,43,0,2,Shop Collector's Cache LLC to find great deals on all kinds of products.,Collector's Cache LLC,No
TradingCardRetailers,Cool Stuff Inc.,https://www.coolstuffinc.com/,849,13,5,242,3,66,0,1,"Magic: the Gathering | Lorcana, Pokemon | Yu-Gi-Oh | One Piece",CoolStuffInc.com,No
TradingCardRetailers,Magic Madhouse,https://www.magicmadhouse.co.uk/,3585,83,8,1271,3,26,0,1,"Explore a wide range of Magic: The Gathering, Pokémon, Funko, Loungefly, Board Games, Warhammer, and much more at Magic Madhouse","Magic: The Gathering, Pokémon Cards & More | Magic Madhouse",No
TradingCardRetailers,Miniature Market,https://www.miniaturemarket.com/,1158,41,3,492,3,58,0,3,"Miniature Market, Online Gaming Superstore - Board Games, Magic the Gathering, Tabletop Games, Dungeon and Dragons, Miniatures, RPG Books and more! Free Shipping at $99+","Miniature Market - Board Games, Magic The Gathering, Table Top Games, Dungeons & Dragons, Role Playing Games | Miniature Market",Yes
TradingCardRetailers,Potomac Distribution,https://www.potomacdist.com/,1027,11,1,298,1,24,0,0,,Potomac Distribution,No
TradingCardRetailers,Star City Games,https://www.starcitygames.com/,496,21,3,134,2,38,0,1,"Magic: The Gathering, MTG, mtg singles, edh, magic cards, lorcana, flesh and blood, sell magic the gathering, wizard of the coast... all the MTG cards you need at Star City Games.",Star City Games | Magic the Gathering |  MTG | Lorcana | EDH | MTG Singles | Magic Cards,No
TradingCardRetailers,TCGPlayer,https://www.tcgplayer.com/,25,5,1,0,0,0,0,0,"Buy Magic: The Gathering Cards, Yu-Gi-Oh! Cards, PokÃ©mon Cards, One Piece CCG, Digimon TCG, Flesh and Blood, Lorcana, CCG Supplies, and more.",Your Trusted Marketplace for Collectible Trading Card Games - TCGplayer,No
Travel,Airbnb,https://www.airbnb.com/,100,45,1,13,1,0,0,0,Get an Airbnb for every kind of trip → 7 million vacation rentals → 2 million Guest Favorites → 220+ countries and regions worldwide,"Airbnb | Vacation rentals, cabins, beach houses, & more",No
Travel,Booking.com,https://www.booking.com/,996,155,41,228,1,14,0,1,"Explore the world with Booking.com. Big savings on homes, hotels, flights, car rentals, taxis and attractions – build your perfect trip on any budget.","Booking.com | Official site | The best hotels, flights, car rentals & accommodations",Yes
Travel,Delta Airlines,https://www.delta.com/,20,22,6,6,0,2,0,0,"Delta Air Lines, a leader in domestic and international travel, offers airline tickets & flights to over 300 destinations in 60 countries. Book direct at Delta.com.",Delta Air Lines | Flights & Plane Tickets + Hotels & Rental Cars,No
Travel,Hilton,https://www.hilton.com/,1156,22,3,88,1,52,0,0,"Explore Hilton's portfolio of hotels and distinct brands across the globe. Book directly for the best rates during your next stay. Expect better, expect Hilton.",Hotels by Hilton - Book the Best Rates Across All Brands,Yes
Travel,Kayak,https://www.kayak.com/,3196,17,2,540,0,61,0,0,"KAYAK searches hundreds of other travel sites at once to find the information you need to make the right decisions on flights, hotels & rental cars.","Search Flights, Hotels & Rental Cars | KAYAK",No
Travel,Skyscanner,https://www.skyscanner.com/,10,2,1,0,0,0,0,0,,Skyscanner,No
Travel,United Airlines,https://www.united.com/,32,9,1,0,0,0,0,0,,,No
VideoGames,Atlus,https://www.atlus.com/,666,43,20,80,2,73,0,0,"Atlus official website. Receive up-to-date information on Atlus' game titles including Persona series, Shin Megami Tensei Series, Etrian Odyssey.",ATLUS Official website homepage | Atlus West,Yes
VideoGames,Bethesda Game Studios,https://bethesda.net/,0,10,1,0,0,0,0,0,,,Yes
VideoGames,BioWare,https://www.bioware.com/,199,10,4,44,0,4,0,1,"BioWare develops high quality console, PC and online role-playing games, focused on rich stories, unforgettable characters and vast worlds to discover. Since 1995, BioWare has created some of the world's most critically acclaimed titles.","BioWare | Rich Stories, Unforgettable Characters, And Vast Worlds",No
VideoGames,Obsidian Entertainment,https://www.obsidian.net/,215,7,2,41,0,5,0,1,"Obsidian.net is the home for Obsidian Entertainment, developer of Star Wars Knights of the Old Republic II, Neverwinter Nights 2, Alpha Protocol, Fallout: New Vegas, Dungeon Siege III, South Park: The Stick of Truth, and Project Eternity","Obsidian
				 | Home",No
